timestamp,temperature,moisture,CO2,TVOC,aeration_score,chi_score
2025-02-14 10:12:06,19.54,0.74,415.33,1.67,0.46,0.09
2025-02-14 10:12:11,19.53,0.7,411.5,129.5,0.63,0.13
2025-02-14 10:12:16,19.52,0.68,420.5,2.5,0.46,0.09
2025-02-14 10:12:21,19.54,0.69,415.5,1.5,0.46,0.09
2025-02-14 10:12:26,19.48,0.76,405.0,0.0,0.45,0.09
2025-02-14 10:12:31,19.52,0.72,423.0,3.0,0.46,0.09
2025-02-14 10:12:36,19.5,0.67,420.0,2.5,0.46,0.09
2025-02-14 10:12:41,19.53,0.71,420.0,2.67,0.46,0.09
2025-02-14 10:12:46,19.53,0.66,423.33,3.0,0.46,0.09
2025-02-14 10:12:51,19.53,0.7,420.0,2.5,0.46,0.09
2025-02-14 10:12:56,19.54,0.73,415.67,2.0,0.46,0.09
2025-02-14 10:13:01,19.58,0.71,422.0,3.0,0.46,0.09
2025-02-14 10:13:06,19.62,0.64,429.0,3.5,0.46,0.09
2025-02-14 10:13:11,19.65,0.63,426.0,3.0,0.46,0.09
2025-02-14 10:13:16,19.62,0.62,422.0,3.0,0.46,0.09
2025-02-14 10:13:21,19.67,0.61,427.0,3.5,0.46,0.09
2025-02-14 10:13:26,19.71,0.67,425.67,3.33,0.46,0.09
2025-02-14 10:13:31,19.72,0.62,417.0,2.0,0.46,0.09
2025-02-14 10:13:36,19.72,0.64,419.33,2.33,0.46,0.09
2025-02-14 10:13:41,19.7,0.6,426.75,35.25,0.5,0.1
2025-02-14 10:13:46,19.75,0.64,436.0,5.0,0.47,0.09
2025-02-14 10:13:51,19.8,0.57,438.0,133.0,0.65,0.13
2025-02-14 10:13:56,19.84,0.6,432.67,47.0,0.52,0.1
2025-02-14 10:14:01,19.84,0.55,438.0,5.5,0.47,0.09
2025-02-14 10:14:06,19.86,0.6,442.0,6.0,0.47,0.09
2025-02-14 10:14:11,19.92,0.51,418.0,2.0,0.46,0.09
2025-02-14 10:14:16,19.98,0.44,438.0,5.0,0.47,0.09
2025-02-14 10:14:21,19.98,0.49,-1.0,-1.0,-1,0.06
2025-02-14 10:14:26,20.03,0.46,444.0,6.0,0.47,0.09
2025-02-14 10:14:31,20.04,0.56,442.0,6.0,0.47,0.09
2025-02-14 10:14:36,20.05,0.46,-1.0,-1.0,-1,0.06
2025-02-14 10:14:41,20.03,0.42,438.5,5.0,0.47,0.09
2025-02-14 10:14:46,20.03,0.48,442.67,48.33,0.53,0.11
2025-02-14 10:14:51,20.03,0.42,426.0,3.0,0.46,0.09
2025-02-14 10:14:56,20.1,0.41,438.5,5.0,0.47,0.09
2025-02-14 10:15:01,20.09,0.46,435.0,4.5,0.47,0.09
2025-02-14 10:15:06,20.14,0.41,432.67,4.33,0.47,0.09
2025-02-14 10:15:11,20.15,0.44,442.0,6.0,0.47,0.09
2025-02-14 10:15:16,20.21,0.39,442.0,6.0,0.47,0.09
2025-02-14 10:15:21,20.27,0.35,200.0,0.0,0.37,0.07
2025-02-14 10:15:26,20.27,0.4,427.33,3.67,0.46,0.09
2025-02-14 10:15:31,20.28,0.38,424.33,45.67,0.52,0.1
2025-02-14 10:15:36,20.27,0.35,431.0,4.33,0.47,0.09
2025-02-14 10:15:41,20.24,0.39,421.5,3.0,0.46,0.09
2025-02-14 10:15:46,20.21,0.37,424.0,3.0,0.46,0.09
2025-02-14 10:15:51,20.18,0.38,423.0,3.0,0.46,0.09
2025-02-14 10:15:56,20.14,0.44,421.5,3.0,0.46,0.09
2025-02-14 10:16:01,20.13,0.4,420.0,3.0,0.46,0.09
2025-02-14 10:16:06,20.09,0.5,402.0,0.0,0.45,0.09
2025-02-14 10:16:11,20.09,0.41,402.0,128.0,0.62,0.12
2025-02-14 10:16:16,20.04,0.48,414.5,1.5,0.46,0.09
2025-02-14 10:16:21,20.03,0.49,417.33,2.0,0.46,0.09
2025-02-14 10:16:26,20.02,0.51,415.0,2.0,0.46,0.09
2025-02-14 10:16:31,19.98,0.45,423.0,3.0,0.46,0.09
2025-02-14 10:16:36,19.98,0.51,406.0,0.0,0.45,0.09
2025-02-14 10:16:41,19.98,0.51,423.0,3.0,0.46,0.09
2025-02-14 10:16:46,19.94,0.52,418.67,2.0,0.46,0.09
2025-02-14 10:16:51,19.94,0.5,425.67,3.33,0.46,0.09
2025-02-14 10:16:56,19.91,0.51,425.0,3.5,0.46,0.09
2025-02-14 10:17:01,19.89,0.54,424.0,3.0,0.46,0.09
2025-02-14 10:17:06,19.85,0.53,406.0,0.0,0.45,0.09
2025-02-14 10:17:11,19.87,0.53,411.0,1.0,0.45,0.09
2025-02-14 10:17:16,19.85,0.55,425.0,3.0,0.46,0.09
2025-02-14 10:17:21,19.84,0.57,414.5,1.5,0.46,0.09
2025-02-14 10:17:26,19.81,0.57,429.5,132.0,0.64,0.13
2025-02-14 10:17:31,19.81,0.59,420.0,45.0,0.51,0.1
2025-02-14 10:17:36,19.81,0.56,415.5,1.5,0.46,0.09
2025-02-14 10:17:41,19.79,0.7,414.5,33.5,0.5,0.1
2025-02-14 10:17:46,19.77,0.65,406.0,0.0,0.45,0.09
2025-02-14 10:17:51,19.77,0.6,436.0,5.0,0.47,0.09
2025-02-14 10:17:56,19.75,0.57,436.0,5.0,0.47,0.09
2025-02-14 10:18:01,19.75,0.61,435.0,69.0,0.55,0.11
2025-02-14 10:18:06,19.75,0.64,425.0,3.0,0.46,0.09
2025-02-14 10:18:11,19.73,0.58,-1.0,-1.0,-1,0.06
2025-02-14 10:18:16,19.74,0.61,425.0,3.0,0.46,0.09
2025-02-14 10:18:21,19.75,0.61,427.33,3.67,0.46,0.09
2025-02-14 10:18:26,19.74,0.61,422.5,3.0,0.46,0.09
2025-02-14 10:18:31,19.73,0.64,431.0,4.33,0.47,0.09
2025-02-14 10:18:36,19.72,0.61,434.0,5.0,0.47,0.09
2025-02-14 10:18:41,19.72,0.61,429.5,68.0,0.55,0.11
2025-02-14 10:18:46,19.69,0.63,423.0,3.0,0.46,0.09
2025-02-14 10:18:51,19.71,0.65,-1.0,-1.0,-1,0.06
2025-02-14 10:18:56,19.71,0.64,400.0,0.0,0.45,0.09
2025-02-14 10:19:01,19.7,0.64,422.0,3.0,0.46,0.09
2025-02-14 10:19:06,19.68,0.61,409.0,1.0,0.45,0.09
2025-02-14 10:39:21,20.37,0.32,432.0,4.0,0.47,0.09
2025-02-14 10:39:26,20.33,0.35,418.0,2.0,0.46,0.09
2025-02-14 10:39:31,20.33,0.31,438.5,5.5,0.47,0.09
2025-02-14 10:39:36,20.31,0.34,424.0,3.5,0.46,0.09
2025-02-14 10:39:41,20.3,0.34,424.0,3.0,0.46,0.09
2025-02-14 10:39:46,20.29,0.34,441.5,5.5,0.47,0.09
2025-02-14 10:39:51,20.29,0.38,460.33,51.0,0.54,0.11
2025-02-14 10:39:56,20.26,0.34,475.5,11.0,0.49,0.1
2025-02-14 10:40:01,20.28,0.37,490.5,13.0,0.5,0.1
2025-02-14 10:40:06,20.22,0.37,503.0,58.0,0.57,0.11
2025-02-14 10:40:11,20.22,0.33,515.33,17.0,0.52,0.1
2025-02-14 10:40:16,20.2,0.37,523.33,60.67,0.58,0.12
2025-02-14 10:40:21,20.19,0.38,-1.0,-1.0,-1,0.06
2025-02-14 10:40:26,20.18,0.38,519.67,17.67,0.52,0.1
2025-02-14 10:40:31,20.19,0.39,520.0,18.0,0.52,0.1
2025-02-14 10:40:36,20.18,0.4,520.0,18.0,0.52,0.1
2025-02-14 10:40:41,20.18,0.38,497.0,14.5,0.51,0.1
2025-02-14 10:40:46,20.18,0.41,503.67,15.33,0.51,0.1
2025-02-14 10:40:51,20.17,0.42,495.0,14.0,0.51,0.1
2025-02-14 10:40:56,20.16,0.47,486.0,13.0,0.5,0.1
2025-02-14 10:41:01,20.15,0.38,483.5,12.0,0.5,0.1
2025-02-14 10:41:06,20.15,0.45,487.0,77.0,0.59,0.12
2025-02-14 10:41:11,20.17,0.41,480.0,11.5,0.5,0.1
2025-02-14 10:41:16,20.14,0.41,472.0,10.0,0.49,0.1
2025-02-14 10:41:21,20.15,0.47,456.0,8.0,0.48,0.1
2025-02-14 10:41:26,20.14,0.42,478.0,11.0,0.49,0.1
2025-02-14 10:41:31,20.14,0.47,473.33,10.67,0.49,0.1
2025-02-14 10:45:31,19.91,0.53,495.0,14.0,0.51,0.1
2025-02-14 10:45:36,19.95,0.55,487.0,13.0,0.5,0.1
2025-02-14 10:45:41,19.91,0.58,469.0,10.0,0.49,0.1
2025-02-14 10:45:46,19.9,0.58,472.0,10.0,0.49,0.1
2025-02-14 10:45:51,19.9,0.54,453.5,7.5,0.48,0.1
2025-02-14 10:45:56,19.91,0.57,460.0,9.0,0.48,0.1
2025-02-14 10:46:01,19.91,0.57,436.0,5.0,0.47,0.09
2025-02-14 10:46:06,19.91,0.56,456.0,8.0,0.48,0.1
2025-02-14 10:46:11,19.88,0.57,444.67,6.0,0.47,0.09
2025-02-14 10:46:16,19.9,0.57,446.25,6.25,0.47,0.09
2025-02-14 10:46:21,19.89,0.57,-1.0,-1.0,-1,0.06
2025-02-14 10:46:26,19.88,0.57,453.5,7.5,0.48,0.1
2025-02-14 10:46:31,19.86,0.55,454.33,7.67,0.48,0.1
2025-02-14 10:46:36,19.89,0.57,448.5,7.0,0.48,0.1
2025-02-14 10:46:41,19.92,0.59,432.0,4.0,0.47,0.09
2025-02-14 10:46:46,20.02,0.49,449.33,7.0,0.48,0.1
2025-02-14 10:46:51,20.05,0.54,454.33,7.67,0.48,0.1
2025-02-14 10:46:56,20.03,0.5,454.33,7.67,0.48,0.1
2025-02-14 10:47:01,20.07,0.51,-1.0,-1.0,-1,0.06
2025-02-14 10:47:06,20.1,0.49,463.0,9.0,0.49,0.1
2025-02-14 10:47:11,20.12,0.47,457.0,8.33,0.48,0.1
2025-02-14 10:47:16,20.13,0.48,443.0,6.0,0.47,0.09
2025-02-14 10:47:21,20.12,0.44,439.67,6.0,0.47,0.09
2025-02-14 10:47:26,20.15,0.46,449.33,7.0,0.48,0.1
2025-02-14 10:47:31,20.19,0.47,456.33,8.0,0.48,0.1
2025-02-14 10:47:36,20.21,0.46,453.0,8.0,0.48,0.1
2025-02-14 10:47:41,20.21,0.41,427.0,4.0,0.46,0.09
2025-02-14 10:47:46,20.2,0.45,450.5,7.0,0.48,0.1
2025-02-14 10:47:51,20.21,0.42,458.0,8.33,0.48,0.1
2025-02-14 10:47:56,20.2,0.43,460.0,9.0,0.48,0.1
2025-02-14 10:48:01,20.18,0.42,458.0,8.5,0.48,0.1
2025-02-14 10:48:06,20.18,0.5,432.0,4.0,0.47,0.09
2025-02-14 10:48:11,20.21,0.42,444.0,6.0,0.47,0.09
2025-02-14 10:48:16,20.18,0.41,432.0,4.0,0.47,0.09
2025-02-14 10:48:21,20.19,0.44,441.5,69.5,0.56,0.11
2025-02-14 10:48:26,20.18,0.42,435.0,5.0,0.47,0.09
2025-02-14 10:48:31,20.17,0.42,437.33,5.0,0.47,0.09
2025-02-14 10:48:36,20.19,0.41,437.5,69.0,0.56,0.11
2025-02-14 10:48:41,20.21,0.49,450.67,7.33,0.48,0.1
2025-02-14 10:48:46,20.26,0.36,441.5,5.5,0.47,0.09
2025-02-14 10:48:51,20.26,0.48,430.67,4.33,0.47,0.09
2025-02-14 10:48:56,20.25,0.47,449.33,7.0,0.48,0.1
2025-02-14 10:49:01,20.21,0.38,451.0,7.0,0.48,0.1
2025-02-14 10:49:06,20.22,0.42,451.0,7.5,0.48,0.1
2025-02-14 10:49:11,20.22,0.41,447.5,6.5,0.48,0.1
2025-02-14 10:49:16,20.22,0.33,446.0,6.5,0.48,0.1
2025-02-14 10:49:21,20.43,0.33,-1.0,-1.0,-1,0.06
2025-02-14 10:49:26,20.56,0.31,443.0,6.0,0.47,0.09
2025-02-14 10:49:31,20.55,0.36,432.5,4.5,0.47,0.09
2025-02-14 10:49:36,20.6,0.35,440.0,5.5,0.47,0.09
2025-02-14 10:49:41,20.69,0.31,444.0,6.0,0.47,0.09
2025-02-14 10:49:47,20.74,0.24,430.0,4.0,0.47,0.09
2025-02-14 10:49:52,20.8,0.33,421.0,3.0,0.46,0.09
2025-02-14 10:49:56,20.8,0.26,444.0,6.0,0.47,0.09
2025-02-14 10:50:01,20.79,0.24,435.0,5.0,0.47,0.09
2025-02-14 10:50:06,20.8,0.27,444.0,6.0,0.47,0.09
2025-02-14 10:50:11,20.76,0.23,446.0,6.5,0.48,0.1
2025-02-14 10:50:16,20.71,0.22,452.0,50.33,0.54,0.11
2025-02-14 10:50:21,20.71,0.29,463.0,9.0,0.49,0.1
2025-02-14 10:50:26,20.69,0.24,468.5,73.5,0.58,0.12
2025-02-14 10:50:31,20.65,0.26,468.5,9.5,0.49,0.1
2025-02-14 10:50:36,20.66,0.25,464.5,9.0,0.49,0.1
2025-02-14 10:50:41,20.63,0.25,0.0,0.0,0.3,0.06
2025-02-14 10:50:46,20.62,0.27,411.0,44.0,0.51,0.1
2025-02-14 10:50:51,20.6,0.23,411.5,1.5,0.45,0.09
2025-02-14 10:50:56,20.58,0.26,412.33,1.67,0.45,0.09
2025-02-14 10:51:01,20.55,0.34,414.67,87.33,0.57,0.11
2025-02-14 10:51:06,20.57,0.3,413.33,1.33,0.45,0.09
2025-02-14 10:51:11,20.57,0.31,417.0,2.0,0.46,0.09
2025-02-14 10:51:16,20.54,0.23,427.0,4.0,0.46,0.09
2025-02-14 10:51:21,20.51,0.34,424.0,67.5,0.55,0.11
2025-02-14 10:51:26,20.5,0.24,431.0,4.5,0.47,0.09
2025-02-14 10:51:31,20.5,0.29,428.0,4.0,0.46,0.09
2025-02-14 10:51:36,20.49,0.26,427.33,3.67,0.46,0.09
2025-02-14 10:51:42,20.49,0.28,431.0,4.5,0.47,0.09
2025-02-14 10:51:46,20.48,0.33,414.0,2.0,0.46,0.09
2025-02-14 10:51:51,20.49,0.32,419.0,2.5,0.46,0.09
2025-02-14 10:51:56,20.46,0.3,428.0,4.0,0.46,0.09
2025-02-14 10:52:01,20.45,0.31,434.0,69.0,0.55,0.11
2025-02-14 10:52:06,20.46,0.27,433.0,4.5,0.47,0.09
2025-02-14 10:52:11,20.45,0.36,415.5,66.0,0.54,0.11
2025-02-14 10:52:16,20.41,0.33,428.0,4.0,0.46,0.09
2025-02-14 10:52:22,20.42,0.37,425.33,3.67,0.46,0.09
2025-02-14 10:52:26,20.41,0.34,413.5,1.5,0.46,0.09
2025-02-14 10:52:31,20.39,0.35,408.0,0.5,0.45,0.09
