timestamp,temperature,moisture,CO2,TVOC
2025-02-11 14:24:09,25.19,42.07,102.46,23.5
2025-02-11 14:24:14,25.17,41.94,101.09,23.21
2025-02-11 14:24:20,25.07,42.12,102.32,23.3
2025-02-11 14:24:25,25.27,41.87,101.27,23.57
2025-02-11 14:24:29,25.36,41.2,99.4,23.73
2025-02-11 14:24:35,25.35,40.77,98.46,23.93
2025-02-11 14:24:39,25.66,41.57,99.72,23.86
2025-02-11 14:24:44,25.2,40.6,99.45,23.79
2025-02-11 14:24:49,25.22,39.79,98.79,23.71
2025-02-11 14:24:55,25.71,39.19,97.3,23.96
2025-02-11 14:24:59,25.68,38.93,97.69,24.12
2025-02-11 14:25:04,26.06,39.27,96.49,24.34
2025-02-11 14:25:09,26.17,38.63,97.58,24.08
2025-02-11 14:25:14,25.68,38.94,96.89,23.99
2025-02-11 14:25:19,25.53,39.45,95.55,24.09
2025-02-11 14:25:24,25.8,38.85,94.81,23.95
2025-02-11 14:25:29,26.0,39.38,96.02,24.04
2025-02-11 14:25:34,25.8,39.6,94.92,24.05
2025-02-11 14:25:39,25.44,39.21,94.08,24.2
2025-02-11 14:25:44,25.94,38.6,92.41,24.24
2025-02-11 14:25:49,25.54,39.3,93.73,24.43
2025-02-11 14:25:54,25.44,39.73,93.4,24.69
2025-02-11 14:25:59,24.97,40.66,94.96,24.64
2025-02-11 14:26:04,25.2,41.17,93.15,24.93
2025-02-11 14:26:09,24.71,41.02,91.99,24.9
2025-02-11 14:26:14,24.71,40.91,90.81,25.03
2025-02-11 14:26:20,24.22,41.65,90.13,25.04
2025-02-11 14:26:24,24.31,41.39,90.92,25.2
2025-02-11 14:26:29,24.25,41.28,89.04,25.26
2025-02-11 14:26:34,24.4,41.39,88.92,25.3
2025-02-11 14:26:39,24.86,40.47,88.97,25.45
2025-02-11 14:26:44,25.15,40.66,90.63,25.69
2025-02-11 14:26:49,25.54,40.41,92.32,25.54
2025-02-11 14:26:54,25.99,40.09,90.43,25.45
2025-02-11 14:26:59,26.06,39.12,89.91,25.55
2025-02-11 14:27:04,25.65,39.61,91.62,25.7
2025-02-11 14:27:10,25.57,39.65,91.55,25.89
2025-02-11 14:27:14,25.83,39.63,90.38,25.9
2025-02-11 14:27:19,25.37,40.15,90.06,25.79
2025-02-11 14:27:25,25.68,40.07,88.85,25.99
2025-02-11 14:27:29,25.6,39.73,88.6,26.22
2025-02-11 14:27:34,25.24,40.1,87.53,26.33
2025-02-11 14:27:39,25.74,39.4,85.75,26.12
2025-02-11 14:27:45,26.17,39.59,86.54,26.26
2025-02-11 14:27:50,26.43,40.48,88.36,26.45
2025-02-11 14:27:54,26.44,39.59,86.58,26.26
2025-02-11 14:28:00,26.62,38.74,87.25,26.55
2025-02-11 14:28:04,26.98,38.55,88.69,26.49
2025-02-11 14:28:09,27.07,38.05,87.32,26.48
2025-02-11 14:28:15,27.31,37.19,85.53,26.21
2025-02-11 14:28:20,26.9,37.43,86.44,26.41
2025-02-11 14:28:25,27.12,37.05,87.15,26.27
2025-02-11 14:28:30,27.62,37.01,86.28,25.99
2025-02-11 14:28:34,27.59,36.1,86.34,26.2
2025-02-11 14:28:39,27.63,35.66,85.91,25.98
2025-02-11 14:28:45,27.48,35.08,86.94,26.03
2025-02-11 14:28:50,27.44,35.69,86.37,26.12
2025-02-11 14:28:55,27.0,35.42,84.77,26.05
2025-02-11 14:29:00,27.49,35.52,84.06,26.22
2025-02-11 14:29:05,27.7,36.35,84.01,26.49
2025-02-11 14:29:10,27.98,35.69,84.69,26.75
2025-02-11 14:29:15,28.28,34.83,84.96,26.96
2025-02-11 14:29:20,28.38,35.78,85.6,26.78
2025-02-11 14:29:25,28.78,35.14,85.16,27.04
2025-02-11 14:29:30,28.31,35.38,83.45,27.05
2025-02-11 14:29:35,28.47,34.57,84.51,27.34
2025-02-11 14:29:40,28.13,34.2,84.7,27.34
2025-02-11 14:29:45,28.28,33.41,83.12,27.31
2025-02-11 14:29:50,28.53,33.22,83.37,27.51
2025-02-11 14:29:55,28.89,32.4,84.22,27.56
2025-02-11 14:30:00,28.72,33.08,83.84,27.75
2025-02-11 14:30:05,28.93,33.9,84.37,27.83
2025-02-11 14:30:10,28.97,33.64,82.44,28.09
2025-02-11 14:30:15,29.01,33.85,83.26,27.99
2025-02-11 14:30:20,28.65,34.41,81.57,27.84
2025-02-11 14:30:25,28.98,34.95,80.26,27.67
2025-02-11 14:30:30,29.36,34.43,81.17,27.54
2025-02-11 14:30:35,29.09,33.56,80.56,27.55
2025-02-11 14:30:40,29.18,33.47,79.77,27.44
2025-02-11 14:30:45,28.71,32.66,80.38,27.71
2025-02-11 14:30:50,28.37,32.43,79.68,27.75
2025-02-11 14:30:55,28.34,31.85,78.18,27.95
2025-02-11 14:31:00,28.78,31.07,76.24,28.21
2025-02-11 14:31:05,28.34,30.09,74.34,28.14
2025-02-11 14:31:10,27.94,30.73,74.86,27.85
2025-02-11 14:31:15,27.63,30.02,76.81,27.83
2025-02-11 14:31:20,27.7,29.73,76.51,27.58
2025-02-11 14:31:25,27.79,30.25,75.14,27.78
2025-02-11 14:31:30,27.65,30.22,76.71,27.8
2025-02-11 14:31:35,27.61,29.79,76.33,27.65
2025-02-11 14:31:40,28.02,30.72,74.88,27.6
2025-02-11 14:31:46,27.56,30.31,76.85,27.61
2025-02-11 14:31:50,27.14,31.26,77.48,27.46
2025-02-11 14:31:55,26.67,31.73,76.73,27.66
2025-02-11 14:32:00,26.28,31.16,75.64,27.69
2025-02-11 14:32:05,26.7,31.65,74.68,27.96
2025-02-11 14:32:10,27.04,31.26,73.25,27.68
2025-02-11 14:32:15,27.16,31.79,72.88,27.88
2025-02-11 14:32:20,27.12,32.47,74.36,27.9
2025-02-11 14:32:25,27.14,32.46,74.77,27.81
2025-02-11 14:32:30,27.21,33.11,75.34,27.67
2025-02-11 14:32:35,26.89,33.08,75.25,27.43
2025-02-11 14:32:40,27.19,33.21,75.43,27.2
2025-02-11 14:32:45,27.0,33.19,75.31,27.47
2025-02-11 14:32:50,26.91,34.16,76.55,27.71
2025-02-11 14:32:55,26.56,33.9,74.98,27.64
2025-02-11 14:33:00,26.85,33.7,76.39,27.67
2025-02-11 14:33:05,26.51,33.83,74.49,27.63
2025-02-11 14:33:10,26.09,34.38,75.95,27.4
2025-02-11 14:33:15,26.54,34.39,75.97,27.33
2025-02-11 14:33:20,26.27,33.67,74.93,27.39
2025-02-11 14:33:25,26.26,34.08,76.77,27.58
2025-02-11 14:33:30,26.07,34.92,77.4,27.66
2025-02-11 14:33:35,26.29,34.53,78.9,27.89
2025-02-11 14:33:40,26.66,34.08,78.02,27.98
2025-02-11 14:33:45,26.59,33.95,78.43,27.96
2025-02-11 14:33:50,26.89,33.66,77.35,28.12
2025-02-11 14:33:55,26.91,34.5,77.23,27.96
2025-02-11 14:34:00,26.78,33.54,76.16,28.09
2025-02-11 14:34:05,26.7,34.12,78.11,28.06
2025-02-11 14:34:10,26.27,34.53,79.13,27.98
2025-02-11 14:34:15,26.28,34.74,80.42,27.84
2025-02-11 14:34:20,26.17,35.43,80.55,27.93
2025-02-11 14:34:25,25.93,34.43,81.46,28.01
2025-02-11 14:34:30,25.68,34.76,79.53,28.27
2025-02-11 14:34:35,25.62,35.22,78.23,28.2
2025-02-11 14:34:40,25.55,35.58,79.58,28.08
2025-02-11 14:34:45,25.54,36.47,79.93,28.22
2025-02-11 14:34:50,25.17,37.45,79.51,28.38
2025-02-11 14:34:55,24.94,38.28,80.35,28.15
2025-02-11 14:35:00,24.98,37.6,81.75,28.36
2025-02-11 14:35:05,25.15,37.19,83.23,28.06
2025-02-11 14:35:10,25.44,36.37,82.37,28.3
2025-02-11 14:35:15,25.75,37.28,81.82,28.06
2025-02-11 14:35:20,25.84,36.83,80.38,28.12
2025-02-11 14:35:25,25.76,36.87,80.89,28.42
2025-02-11 14:35:30,25.36,36.85,81.66,28.33
2025-02-11 14:35:35,25.86,37.59,81.49,28.56
2025-02-11 14:35:40,26.08,37.77,82.63,28.53
2025-02-11 14:35:45,26.58,37.74,83.84,28.74
2025-02-11 14:35:50,26.92,36.77,82.53,28.74
2025-02-11 14:35:55,26.73,36.0,84.12,28.75
2025-02-11 14:36:00,27.11,36.48,84.55,28.8
2025-02-11 14:36:05,27.47,36.2,84.67,28.76
2025-02-11 14:36:10,27.13,36.18,84.32,28.77
2025-02-11 14:36:15,26.83,35.68,84.85,28.57
2025-02-11 14:36:20,26.6,35.66,83.79,28.51
2025-02-11 14:36:25,26.25,35.57,83.71,28.57
2025-02-11 14:36:30,26.57,35.37,84.47,28.34
2025-02-11 14:36:35,26.66,34.6,84.93,28.12
2025-02-11 14:36:40,26.41,34.88,84.75,28.33
2025-02-11 14:36:45,26.67,34.54,84.83,28.48
2025-02-11 14:36:50,26.36,34.7,85.99,28.46
2025-02-11 14:36:55,26.66,34.97,84.25,28.19
2025-02-11 14:37:00,26.9,34.99,82.73,28.37
2025-02-11 14:37:05,26.86,35.6,83.97,28.37
2025-02-11 14:37:10,26.94,36.09,85.01,28.35
2025-02-11 14:37:15,26.68,36.54,83.64,28.63
2025-02-11 14:37:20,26.77,35.78,85.02,28.43
2025-02-11 14:37:25,26.77,34.92,83.31,28.42
2025-02-11 14:37:30,26.32,35.91,81.83,28.21
2025-02-11 14:37:35,25.98,35.38,82.54,28.22
2025-02-11 14:37:40,25.62,34.86,81.11,28.5
2025-02-11 14:37:45,25.18,35.84,82.91,28.62
2025-02-11 14:37:50,25.3,35.7,82.24,28.48
2025-02-11 14:37:55,25.43,36.42,83.04,28.28
2025-02-11 14:38:00,25.38,36.62,82.57,28.04
2025-02-11 14:38:05,25.46,35.82,83.0,27.91
2025-02-11 14:38:10,25.75,36.14,82.54,27.85
2025-02-11 14:38:15,25.73,36.47,82.6,28.08
2025-02-11 14:38:20,25.76,37.18,82.51,27.96
2025-02-11 14:38:25,26.06,36.21,83.6,28.2
2025-02-11 14:38:30,26.53,37.08,83.08,28.31
2025-02-11 14:38:35,26.23,37.22,81.67,28.31
2025-02-11 14:38:40,26.16,38.03,81.9,28.52
2025-02-11 14:38:45,26.39,38.41,81.04,28.61
2025-02-11 14:38:50,25.98,37.54,81.93,28.77
2025-02-11 14:38:55,26.37,37.66,80.24,28.93
2025-02-11 14:39:00,26.17,37.28,78.46,29.04
2025-02-11 14:39:05,26.11,36.85,78.81,28.83
2025-02-11 14:39:10,25.66,37.75,77.69,28.68
2025-02-11 14:39:15,25.59,37.65,75.77,28.57
2025-02-11 14:39:20,25.17,38.13,76.79,28.53
2025-02-11 14:39:25,24.79,38.67,78.12,28.64
2025-02-11 14:39:30,24.89,39.15,79.26,28.81
2025-02-11 14:39:35,24.57,39.55,77.87,28.9
2025-02-11 14:39:40,24.5,39.63,79.34,28.77
2025-02-11 14:39:45,24.82,39.96,79.28,28.98
2025-02-11 14:39:50,24.92,40.68,80.18,29.22
2025-02-11 14:39:55,24.89,39.9,80.43,29.32
2025-02-11 14:40:00,24.52,40.18,82.02,29.56
2025-02-11 14:40:05,24.14,39.99,82.57,29.42
2025-02-11 14:40:10,24.05,39.18,83.54,29.28
2025-02-11 14:40:15,24.04,39.95,82.11,29.01
2025-02-11 14:40:20,23.93,39.36,81.72,28.95
2025-02-11 14:40:25,24.32,38.68,80.44,29.2
2025-02-11 14:40:30,24.78,38.1,81.35,29.25
2025-02-11 14:40:35,24.59,38.04,79.38,29.37
2025-02-11 14:40:40,24.54,38.21,79.61,29.27
2025-02-11 14:40:45,24.07,37.27,78.17,29.5
2025-02-11 14:40:50,23.73,37.02,79.46,29.64
2025-02-11 14:40:55,23.88,37.09,81.43,29.7
2025-02-11 14:41:00,24.08,36.24,82.1,29.47
2025-02-11 14:41:05,24.12,35.42,81.28,29.75
2025-02-11 14:41:10,24.59,36.25,82.02,29.97
2025-02-11 14:41:15,24.61,35.43,81.95,30.27
2025-02-11 14:41:20,24.55,35.29,80.18,30.51
2025-02-11 14:41:25,24.58,36.07,79.45,30.54
2025-02-11 14:41:30,25.07,35.24,80.57,30.78
2025-02-11 14:41:35,24.75,35.5,81.87,30.96
2025-02-11 14:41:40,25.01,35.97,81.49,31.04
2025-02-11 14:41:45,24.58,35.27,83.2,30.83
2025-02-11 14:41:50,24.3,34.52,85.04,30.93
2025-02-11 14:41:55,24.73,33.81,84.94,31.01
2025-02-11 14:42:00,24.95,34.57,85.32,30.77
2025-02-11 14:42:05,24.82,34.15,86.47,30.84
2025-02-11 14:42:10,24.53,33.65,86.23,30.74
2025-02-11 14:42:15,24.84,33.92,87.1,30.59
2025-02-11 14:42:20,24.75,33.89,86.23,30.64
2025-02-11 14:42:25,24.65,34.31,86.8,30.5
2025-02-11 14:42:30,24.78,33.36,85.46,30.72
2025-02-11 14:42:35,24.46,32.64,84.14,30.98
2025-02-11 14:42:40,24.85,33.28,83.96,31.01
2025-02-11 14:42:45,25.27,33.11,83.44,30.88
2025-02-11 14:42:50,24.87,32.66,84.51,30.62
2025-02-11 14:42:55,25.01,33.09,84.96,30.44
2025-02-11 14:43:00,24.79,33.68,84.31,30.58
2025-02-11 14:43:05,25.09,33.14,82.75,30.79
2025-02-11 14:43:10,24.62,32.36,84.12,30.58
2025-02-11 14:43:15,24.61,32.57,85.7,30.59
2025-02-11 14:43:20,25.1,31.96,85.25,30.87
2025-02-11 14:43:25,25.39,32.84,86.64,31.16
2025-02-11 14:43:30,25.08,33.12,87.79,31.38
2025-02-11 14:43:35,24.91,32.4,86.94,31.18
2025-02-11 14:43:40,24.66,32.22,85.86,31.44
2025-02-11 14:43:45,24.34,32.14,84.82,31.56
2025-02-11 14:43:50,24.24,33.13,84.55,31.52
